b_no	r_no	agegroup	name	birth	seat
90663	39576	1	Pyeon HongKong	2004-06-03	D02
90664	11316	1	Jeong HyeongHyeon	1998-01-26	E04
90665	12323	1	Tang SipTo	2015-07-15	C04
90666	30849	1	Hong SipMu	2015-04-02	B05
90667	20303	1	Yuk RimKil	2010-12-07	A05
90668	3035	1	Deung WanSim	1959-01-09	E02
90669	1180	1	Ka BakBaek	1973-03-16	C05
90670	37	1	Kal TuTu	1978-02-01	E04
90671	9783	1	Jin BanRyeom	2009-03-18	B08
90672	7521	1	Jeon RimHeung	1995-01-26	E06
90673	7386	1	Eom BaeSang	2013-07-06	C05
90674	20394	1	Yeo ManBing	1971-12-07	B01
90675	4376	3	Kuk SiMubon	2021-08-28	D07
90676	8407	1	Sang BeonKo	1956-01-20	C07
90677	1686	1	Choe SeokSeung	1959-11-12	D03
90678	46661	1	Kil ChoJu	1974-04-20	A05
90679	38367	2	Rang OkJo	2018-10-10	B02
90680	48064	1	Ki SobongHan	1954-09-11	D04
90681	855	1	Jegal AeRoe	1994-07-25	B04
90682	15877	1	Gyeon JiRyu	1965-11-03	D03
90683	46733	1	Deung RuGwon	2013-04-06	D05
90684	26555	1	Kwak RuRyang	1968-11-12	B07
90685	39295	2	Bo ChuDeung	2017-06-11	C04
90686	24689	1	Nang JeupJin	1961-10-05	C06
90687	23547	1	Ryu SunKye	2014-06-21	C09
90688	11075	1	Jong HeungWang	1986-08-11	D01
90689	23266	1	In NaeMan	1964-09-10	A09
90690	7612	1	Bae TokkoHwangbo	1987-06-05	B08
90691	42683	1	Bang JongBin	1955-07-16	C05
90692	9078	1	Ong WonNoe	2001-05-11	D05
90693	3499	1	Ham SagongSu	2005-05-27	C05
90694	11026	1	An EomRoe	1993-04-06	E06
90695	9423	1	Seonu DeungYeon	2007-10-31	E07
90696	14766	1	Sagong KaeRyeo	2007-12-07	C02
90697	1790	1	Bin RimEum	2015-01-28	A02
90698	20560	1	Po YeopTan	1981-10-21	B07
90699	4778	1	Nan MuMaeng	1958-12-29	C07
90700	46255	1	On TongEogeum	1969-03-30	A05
90701	1333	1	Eo ChunRo	1979-06-07	A04
90702	26033	1	Sun RyangJeong	1981-12-23	B08
90703	27105	1	Hyeong YeopSu	1951-06-21	A05
90704	36960	1	Yang BaekMu	2011-11-05	A02
90705	7817	1	Yeop JaMyo	2012-10-05	C09
90706	29672	1	Yeop UnPil	1985-03-04	A03
90707	17783	1	Jegal MinJa	1971-10-18	E05
90708	15585	1	Hwang NamMaeng	1962-06-07	B08
90709	21421	1	Eo RiYong	1963-08-12	C03
90710	12517	1	A KungRyu	2010-03-04	E02
90711	17166	1	Seok KaSon	1991-06-26	B07
90712	44340	1	Sobong TaTan	1995-01-21	E10
90713	21019	1	Yong JeoSa	2000-07-29	E02
90714	39623	1	Bo YuSan	1968-03-12	D01
90715	26535	1	Bang HeungByeon	1950-05-13	A10
90716	20490	1	Baek KamNae	1950-08-05	A06
90717	39145	1	Ban YuA	1961-11-06	B06
90718	19143	1	Ki JaJo	2003-10-26	B04
90719	29884	1	Yeon KiPi	2008-03-06	E10
90720	23233	1	Ong SeonuTae	1990-02-18	B01
90721	36085	1	Ran NangKye	2004-05-07	C03
90722	44014	1	Ye TaeRyuk	1992-10-30	A10
90723	29055	2	Wan ChangHeo	2018-07-24	C05
90724	24408	1	Yeo HanEogeum	2001-08-08	D07
90725	22546	1	Eum TokKwak	1976-09-19	E10
90726	22249	1	On TanYeon	2010-09-30	C10
90727	49335	1	Muk SuYeong	1969-06-17	B05
90728	49467	3	Chong JongKim	2022-06-24	A07
90729	36931	3	Ae MyoCha	2021-12-21	B05
90730	12795	1	Tak KangRoe	1989-09-23	A03
90731	13107	1	Tang SagongTo	1993-03-25	A05
90732	1554	1	Sobong InYeon	1997-11-27	E08
90733	693	1	Ya NoeMok	1971-03-13	B03
90734	1367	1	Cho TanWon	1959-06-29	E05
90735	24691	1	Namgung RyukSeon	1995-10-20	B01
90736	839	1	Min HwangboYeong	1973-09-01	C01
90737	32818	1	Ryuk KamTae	1974-04-09	D09
90738	37886	1	Ryuk SeoCho	1971-06-24	D05
90739	33592	1	Seong KukMan	1952-07-22	B10
90740	38472	1	Ku SuTang	1993-04-21	D07
90741	7355	1	Rim HyeongNang	2012-10-06	A10
90742	25699	1	Tak NoeSan	1981-08-24	C08
90743	42366	1	Beon RyangTan	1995-01-27	C04
90744	11354	1	Hong GeunKong	2014-12-27	B05
90745	851	1	San BeonA	1960-12-23	A03
90746	14521	1	Wi WangWi	2009-05-24	E01
90747	2800	1	Myeong ByeonChu	1987-02-25	C08
90748	16605	2	Yu HeoKwan	2019-07-31	A07
90749	2978	1	Seonu GwokSeo	1962-10-13	E07
90750	35871	1	Yuk JegalPyo	1971-06-24	B04
90751	10664	1	Ka OkKang	1954-01-25	E06
90752	6300	1	Seol KamHwangmok	1995-05-31	D05
90753	2879	1	Kang JegalYuk	1984-05-11	C06
90754	41116	1	Kye RyuSip	1976-07-27	A10
90755	37585	1	Ban HaNae	2012-10-22	B10
90756	3947	1	Gyeon YeongSo	2016-05-18	D03
90757	1679	1	Ra RanYeop	1955-08-30	B08
90758	19878	1	Tak KokNu	2009-09-04	A02
90759	45704	1	Maeng HamMaeng	1966-04-09	A01
90760	31776	1	Maeng SagongJin	1974-09-21	D08
90761	33395	1	Hyeong JoNa	1994-02-07	A03
90762	18307	1	Heo KaGwon	1951-08-30	A04
90763	45441	1	Nu BanIm	1993-10-27	E01
90764	23340	1	Pil KunHu	2004-04-23	B05
90765	20459	1	Hwang SongBo	1962-10-11	B02
90766	18855	2	Tan SongWan	2021-03-26	E10
90767	29127	1	Eum KangSong	1966-04-12	C01
90768	35016	1	To TaJun	1999-04-19	D01
90769	10635	1	Kwan RimYeop	2015-03-29	E07
90770	17025	1	Sang WonBeon	1988-11-30	D07
90771	16993	3	Na HanHyeong	2021-04-20	B06
90772	22709	1	Sagong KwakNa	2016-11-07	C03
90773	30448	1	Jeom YeoSeung	1969-02-23	D06
90774	1162	1	Deung RuGyeong	1995-06-27	B05
90775	3101	1	Pung RangOk	1972-02-09	B06
90776	2453	1	An RyukChae	1985-05-11	D01
90777	8431	1	Pyeong SaOng	1966-07-12	C07
90778	46040	1	Kan KiKal	1988-05-29	C08
90779	15882	1	Mubon EomMaeng	1984-09-17	D09
90780	4964	2	Myeong SeoSeonu	2019-02-03	A08
90781	32496	1	Ta RyangPi	2015-06-23	C05
90782	44249	1	Tam BakYeop	1988-12-03	A06
90783	14787	1	Sam OYo	2006-10-28	D08
90784	11907	1	Sobong TanGwok	1950-06-02	B08
90785	38689	1	Seomun KyoNa	1960-04-10	A02
90786	21188	1	Ko DeungSeo	1999-02-04	C06
90787	6529	1	Jong JunBae	1979-10-22	B10
90788	36828	2	Sang HeoKa	2018-10-23	D06
90789	35131	1	Yang WanGyeong	1973-07-11	A07
90790	47206	1	Ja ChaeTon	1981-08-04	D06
90791	10149	1	Tang SobongTan	1969-04-04	D07
90792	17508	1	Tok ChaePyeon	1963-01-26	A07
90793	8933	1	Bak JegalPil	1955-08-20	E06
90794	47912	1	Tongbang TanHyeon	1951-05-15	B10
90795	5659	1	Jo SunEum	1975-11-25	C02
90796	48491	1	Jeong TakA	1967-03-11	B02
90797	19245	2	Paeng HwangmokIn	2017-09-07	A07
90798	16311	1	Ji BoHwangbo	1982-11-30	C08
90799	36879	1	Ong NaeTongbang	1951-02-06	C09
90800	25750	2	Sa JeoJe	2019-06-17	A07
90801	43824	1	Pi KangjŏnRyeom	1996-08-15	C01
90802	29711	1	Jong CheonMangjeol	2004-06-26	A03
90803	13652	1	Su BinHak	1966-06-07	E09
90804	7763	1	Ryuk HeungMyo	1989-11-08	E05
90805	12971	1	O YuPyeong	1956-12-21	C08
90806	3348	3	Jang KalTak	2022-02-11	D03
90807	26719	1	Hyeon KukNo	1969-02-28	B05
90808	10155	1	Man JeungBae	1993-03-25	C03
90809	12503	1	Yeom MaengCho	1974-10-11	A04
90810	442	1	Chong TuHwa	2016-03-20	B04
90811	45508	1	Geum NanJi	1959-01-18	D03
90812	3282	1	Maeng MaSagong	1974-11-20	E05
90813	5707	1	Hwang DeungHeung	1979-11-27	B09
90814	43055	1	Jeup OPyo	1970-07-06	D07
90815	14431	1	Bu ANu	2009-06-03	C01
90816	32026	2	Mok HeoRang	2019-10-02	E03
90817	38603	1	Ye MyeongKal	1997-09-15	E08
90818	11003	1	Tam ChoTon	1951-07-12	C03
90819	47985	1	Je BakBeom	1970-11-02	E01
90820	47142	1	Bok SeomunO	1967-12-17	E03
90821	33967	1	Tan ChunRyu	1959-02-20	D09
90822	39991	2	Jin BaekGeun	2018-02-15	B01
90823	35004	1	Mubon AKung	1997-05-14	D02
90824	21737	1	An KyoUn	1988-02-23	A04
90825	45029	2	Ton YeonKung	2020-01-02	C06
90826	33470	1	Hak SiYe	1991-11-09	A01
90827	18109	1	Eo SoHan	1950-08-29	E09
90828	16642	1	Gyeong KwanMin	1967-09-06	C05
90829	2280	1	Seol EoWang	2004-11-01	D09
90830	47041	1	Byeon HyeonSa	2003-02-07	D03
90831	34731	1	Chang JwaYa	1993-09-02	E09
90832	19977	1	Kun HwaBeom	1981-03-06	C06
90833	40995	1	O SeonBo	1963-10-20	A02
90834	46525	1	Ryeom HyeonSagong	1977-10-01	A08
90835	12206	1	Gyeon JeongGyeong	1996-02-24	A06
90836	26016	1	Mo RanYa	1972-12-13	A07
90837	49833	1	Won KimYu	2005-03-12	C03
90838	28337	1	Chu PyeonHam	1992-11-25	D04
90839	23633	2	Tong TaeSang	2018-03-26	C04
90840	5999	2	Yeop JwaChong	2018-11-09	B07
90841	40540	1	Ki TakWi	1993-12-03	E04
90842	8035	1	Nang TangJi	1975-04-26	D05
90843	29935	1	Tong NaKung	1962-07-18	D02
90844	29843	1	An YuTokko	2001-07-22	B10
90845	10863	1	Ong PanYa	2015-05-31	A04
90846	29244	1	Yeop KamKu	1957-08-04	E03
90847	27261	2	Ryeom TongbangGwon	2019-09-24	B04
90848	1616	1	Im OYuk	2012-11-22	C09
90849	37142	1	Baek RaHae	1971-03-20	B03
90850	47667	1	Heung JeungKyo	1957-04-08	B04
90851	5686	1	Geun JiMuk	1992-12-28	D07
90852	23957	1	Namgung ASip	1997-09-01	B09
90853	11826	1	Seop JeChong	1984-02-04	D09
90854	29807	1	Im PilJa	1975-03-09	B07
90855	3473	1	A PiKi	1974-10-02	C08
90856	37035	1	Son SimEom	1999-08-15	E10
90857	1448	1	Jeup KoYe	1954-11-26	E05
90858	23557	1	Sam DeungRoe	2013-04-01	C06
90859	20085	1	Yang SeongJanggok	1989-01-08	E07
90860	41929	1	Seonu SeonuRyu	1974-02-04	A08
90861	10370	1	Hwangbo KangjŏnRim	1971-11-04	E09
90862	33932	1	Chong PungTo	1955-10-09	A03
90863	36659	1	Kal PiKun	1950-02-25	A03
90864	4392	1	Tae KwaeJo	1979-01-04	C01
90865	36010	1	Sip TanGwon	1954-12-24	B01
90866	21176	1	Jin HoEo	1989-11-06	E05
90867	931	1	Kong KangSeop	1998-05-07	A03
90868	10639	1	Mok RaHan	2007-01-12	E07
90869	5173	1	Kye SeonuKan	2016-02-22	B08
90870	6341	1	Hwangbo TonGyeong	2000-04-05	D02
90871	41481	1	Jeo BoKa	1964-08-24	C03
90872	47401	1	Jegal TakHwan	1954-04-09	E04
90873	47801	1	Gwok KangjŏnJeong	1971-11-26	E07
90874	2514	1	Ho SonMan	1955-02-23	A09
90875	45673	2	Chae TokkoGyeong	2019-08-29	D10
90876	40215	1	Mi KilKangjŏn	1991-01-14	E03
90877	17365	1	Mo HwaHak	1987-06-08	C07
90878	7688	1	Sim ChoeA	1958-01-09	E07
90879	38955	1	Nae KangjŏnCho	1960-11-20	A05
90880	35986	1	Ka BinKuk	1977-05-23	D03
90881	20474	1	Tan JeupTokko	1996-10-05	D06
90882	14222	1	Tae BeonJeung	2007-04-05	A10
90883	39860	1	Seok YeJong	2001-08-19	B01
90884	15003	1	Yeom PanSip	2009-12-18	A07
90885	6929	1	Ryeo SinBeom	1974-05-21	B05
90886	24092	1	Kan JangOn	1993-12-05	E03
90887	15522	1	Mo URyeom	1965-12-28	B01
90888	41430	1	Pil TanBin	1971-03-04	D05
90889	8864	1	Hwa RoePyeon	2005-08-15	E02
90890	27849	1	Eo MokNan	1997-09-29	D10
90891	38679	1	Hwangbo ManHwan	2002-12-20	D07
90892	49164	1	Byeon AeHam	2004-01-06	B01
90893	45144	1	Ji BeonGwok	1985-04-15	C01
90894	35079	1	Gyeon NuRo	1957-03-13	B06
90895	45161	1	Kim HaeYeong	2009-03-31	D03
90896	32984	1	Tak NuNamgung	1959-08-15	D05
90897	39587	1	Sobong KunYang	1963-04-08	A07
90898	21989	1	Ryu RyangIm	1975-04-06	A10
90899	22929	1	Ho MaengRyeo	1961-06-10	E01
90900	4397	1	O HwangboBong	1968-10-13	A05
90901	30875	1	Jang KwanRan	1955-05-08	B09
90902	12038	1	Chae RaSeong	2012-07-30	C03
90903	8238	3	Ri TongBeon	2022-12-09	E09
90904	41170	2	Bo ImSeomun	2017-04-14	A02
90905	38380	1	Ju TokkoHan	1980-06-06	C07
90906	49094	1	Seomun NoSim	1985-02-23	C05
90907	24227	1	Namgung MangjeolTa	2006-02-16	C10
90908	34012	1	Kang TamYeong	2010-03-20	C02
90909	40369	1	Janggok SunBong	1956-11-03	B05
90910	22349	1	O BaekSeomun	2007-07-05	B01
90911	12714	1	Seop RoeTong	1973-08-22	C06
90912	32493	1	Ryu HamMo	1989-04-02	E01
90913	39634	2	Ju HakHak	2019-11-07	B01
90914	26263	1	Namgung KiHu	1978-10-29	D06
90915	8685	1	Seung TanHu	2000-09-01	A07
90916	5932	1	Mubon ChangBu	1994-06-22	E07
90917	38207	1	A YongCho	1953-05-31	C04
90918	19184	1	Kong SeokSu	1965-05-09	C10
90919	28843	1	Ta SinGwon	1984-08-19	E10
90920	30842	1	Baek PyeonSang	1971-05-21	E04
90921	26630	1	Ha TamIn	2008-10-16	C10
90922	17663	2	Ya TokPo	2018-07-02	E07
90923	30483	1	Hyeon PilHae	2009-12-11	C03
90924	15063	1	Myeong GyeonMyeong	1987-04-29	E08
90925	39440	1	Son RyangKae	1985-07-04	A05
90926	29539	1	Bo JoMu	1982-07-18	A02
90927	6797	1	Seo TongTong	1963-11-23	C07
90928	17266	1	Bae MaeChae	2010-08-11	C09
90929	44056	1	Mi TokPi	2014-12-09	D06
90930	15048	1	Jeon TamHwa	1997-02-01	D05
90931	9203	1	Yeong YeomAe	1955-04-30	D04
90932	5022	2	Eogeum MunKong	2018-08-04	E10
90933	48851	1	Chang RyukYuk	1958-11-30	D08
90934	30132	1	Wi GwokGyeon	2013-02-12	E06
90935	4068	1	Pi YeomJa	1988-09-02	D08
90936	3714	1	Pil TanJin	1953-01-04	C10
90937	5359	1	Ong KalGeun	1990-05-21	B09
90938	6948	1	Mo TaeKangjŏn	2015-01-03	E07
90939	40297	1	Pil NoeSagong	2015-08-16	E10
90940	1761	1	Hae MunYo	1973-09-11	C03
90941	18150	1	Jwa DeungjeongBok	1978-09-21	C07
90942	41583	3	Yu KaeAe	2021-08-15	D03
90943	25833	1	Kal YeopBeom	2008-05-21	B06
90944	32822	1	Hwan JeoKae	1991-08-03	E05
90945	31005	1	Ton ChangChang	1991-06-03	C06
90946	22947	1	Hwangmok NamMi	2011-04-10	D01
90947	34396	2	Seonu NangKye	2019-02-03	C07
90948	38706	1	Yeo OngRi	2004-05-14	E09
90949	730	1	Ju JeomChun	1995-01-08	D09
90950	49205	1	Hwangbo OngDeung	1953-03-30	E04
90951	36388	1	Tongbang MyoRyu	2016-07-06	D06
90952	23862	1	Mun HamKu	1977-03-12	E06
90953	48929	1	Tam SeungGeum	1982-02-01	E09
90954	1844	3	Nan MunMin	2021-11-12	C03
90955	49645	1	Jeon MukBak	1995-08-01	C09
90956	32110	1	Kyo KiJong	1964-11-08	A01
90957	27016	1	Jang TongbangKu	1955-04-29	C02
90958	3279	1	Roe HuRo	1950-05-15	E06
90959	24971	1	Deungjeong RyeomKung	1950-10-24	C03
90960	23648	1	Sun EomSon	1962-12-30	D08
90961	6659	2	Kang EomJeo	2019-07-24	D03
90962	49595	2	Hwangbo TangTang	2018-03-06	E04
90963	11082	1	Ryeom TokkoSim	1957-01-12	A09
90964	14590	1	So CheonNan	1975-01-18	A10
90965	11786	1	Ong BakCha	1978-01-02	B08
90966	49119	1	Wi MiBok	2008-02-07	A06
90967	43200	1	Ma SanKwan	2001-10-25	C08
90968	28948	1	Hong EogeumJanggok	2009-02-13	E03
90969	31585	3	Yeo HwangKo	2021-09-23	A08
90970	5008	2	Bo KyoRo	2017-07-18	D05
90971	3186	1	Mo KilA	1994-11-16	B01
90972	37444	1	Kang BaekKok	1955-10-05	A05
90973	1072	1	Kil ImMok	1994-09-07	D02
90974	32222	1	Tan TamRim	1982-08-22	A02
90975	36539	1	Ka YoOn	1981-09-18	C04
90976	11158	1	Wi EoPung	1973-01-05	B08
90977	13616	1	Kam TongbangHwangbo	1987-12-02	B09
90978	46661	2	To SeoHu	2019-03-16	B04
90979	25317	2	Sun JeupRan	2019-04-22	D08
90980	2915	1	Tang RyukYang	1954-01-16	E08
90981	25758	1	Hong OkHyeon	1967-11-20	D03
90982	37549	1	Seol BeonYe	1994-06-26	D05
90983	1566	1	Jang SeonYun	1983-05-19	D07
90984	47681	1	Wan ByeonEo	1955-10-17	C02
90985	35074	1	Ku HwangmokKam	1985-01-28	B04
90986	31672	1	Eogeum PoSeo	2001-05-17	B05
90987	933	1	Yeong YaNa	1974-11-05	E01
90988	49657	1	Hwang TonCheon	2012-11-07	D08
90989	8693	1	Gwon KunKan	1974-06-18	A02
90990	18708	1	Ryuk MyeongGyeon	2008-02-23	E10
90991	7649	1	So YeopBaek	2015-08-09	D08
90992	39057	1	Ham JinSeok	1964-11-18	E02
90993	36589	1	Mun PyeonSa	1953-06-15	A07
90994	40862	1	Ju SinJeom	1973-10-01	E09
90995	9617	1	Hwan HakSeok	2014-10-05	D08
90996	36134	1	Pi RyeomYeo	2011-06-30	C02
90997	28804	2	Ya ChaHeo	2017-11-18	D08
90998	17584	1	Ok ChunMi	1952-02-02	C10
90999	44468	1	Jeo EoEogeum	1967-12-14	C03
91000	25071	1	Hwangbo GeunNam	1966-10-11	D06
91001	8539	1	Choe GwokKwan	1982-01-18	A01
91002	30580	1	Tang MukRa	1998-12-13	B01
91003	19797	1	Su NaKang	1972-07-12	B05
91004	48769	1	Un TanEo	1966-08-22	C02
91005	19392	1	U NamNang	1996-05-15	B01
91006	32997	1	Ju KalSa	2006-02-15	C09
91007	13074	1	Tong YeopKwae	1952-02-11	B08
91008	39333	1	Jang SonPung	1963-08-18	E05
91009	33616	1	Son SangPyeon	2008-12-27	A09
91010	20456	1	Mangjeol YaKok	1956-03-14	C07
91011	33572	1	Tang JeungSeung	1977-05-28	D05
91012	30482	1	Na ChaTokko	1984-09-28	C01
91013	44599	1	Noe TakKangjŏn	1977-08-10	A02
91014	7794	1	Heung PiWon	2011-07-09	C02
91015	2234	1	Hwa MubonChoe	1985-05-20	B02
91016	12722	1	Gyeong BuSa	1955-07-23	D10
91017	5037	1	Jeup SinCha	1993-01-10	B08
91018	47132	2	Ran SeoKil	2019-02-09	C07
91019	48938	1	Sobong MiEom	2001-01-23	B02
91020	13479	1	Ryang MangjeolHam	1981-03-15	C01
91021	8518	1	So RimKok	1988-10-23	B05
91022	36433	1	Son ChaeRyeo	1977-04-14	D05
91023	32729	1	Mu PiKam	1993-07-30	E01
91024	16749	1	Chu OnJin	1989-06-15	B09
91025	17938	1	Seong RiSagong	1960-06-23	A03
91026	41430	1	Chu KongKangjŏn	1960-05-05	B09
91027	3194	1	Chu JeJeom	1980-08-22	C10
91028	43008	1	Ryu KiPung	1993-12-23	D08
91029	22358	1	Noe NaeJanggok	1999-04-05	B07
91030	14557	1	Hwang SangJeo	1991-01-02	B01
91031	49872	1	Chu DeungjeongSu	1990-05-02	B02
91032	20380	1	Jeong KilGwok	1970-06-21	B09
91033	1390	1	Sim ToRi	1961-10-31	B07
91034	29714	1	Song MyoJeong	2012-08-02	B07
91035	48182	1	Geun WanChang	1954-05-17	A03
91036	5344	1	Wang BaekNan	1989-10-03	B02
91037	11448	1	Jeong ChoOn	2006-05-07	E04
91038	26176	1	Ton HeoSeo	1972-02-29	D02
91039	32265	1	Chang JegalJun	2013-08-01	C09
91040	7122	1	Wan PanHa	1955-07-10	B05
91041	13230	3	Kangjŏn BakSong	2023-01-19	D03
91042	19829	1	Hong MukYeom	1997-06-09	E05
91043	25287	1	Ko KangRan	1951-11-30	C05
91044	22365	1	Hak MuJong	1955-01-31	C06
91045	30217	1	No BaekSagong	2003-01-21	E06
91046	27808	2	Kun SonBi	2018-06-27	E06
91047	16229	1	Pi KyoByeon	1953-04-30	C01
91048	44847	1	Mun TanCheon	1994-03-09	E02
91049	18035	1	Kung SeonRu	2012-11-15	A08
91050	4665	1	Sam SobongTon	1954-10-08	E04
91051	10727	1	Rang BangSip	1952-01-05	A07
91052	42127	1	Kye PoHyeong	1950-12-07	D07
91053	8125	3	Myeong OnSan	2022-11-06	D01
91054	10852	1	Kuk SongHae	1957-07-21	C02
91055	9976	1	Ro JoPung	1977-05-11	E05
91056	10895	1	Ro JuRang	1953-01-23	D05
91057	703	1	To SeomunNamgung	2008-07-24	B03
91058	45636	1	Ju MaengChong	2008-07-30	C01
91059	31777	1	Kong AeRi	1995-02-21	B09
91060	21082	1	Sip InRoe	1971-06-01	D05
91061	33128	1	Yeon MukHan	1994-12-08	D03
91062	38813	1	Ran ChuKwak	1978-07-24	A04
91063	18905	1	Deung ChangKangjŏn	1980-01-21	E03
91064	49000	1	Ryu KanSeon	1975-03-11	B04
91065	40657	1	Ok MyeongO	1981-09-17	E06
91066	28287	1	Ka BiMu	1985-11-29	A04
91067	44443	1	Ryuk HamJeom	1957-10-18	B08
91068	18123	1	Jo SobongSeok	1953-01-11	B03
91069	47831	1	Muk JeongYe	1975-03-30	B06
91070	29276	1	Ryeom SongTongbang	1987-07-23	D03
91071	12446	1	Tan ChoeTon	2016-01-09	A02
91072	38404	1	Pil TonGwon	1953-03-21	A05
91073	25060	1	Gwok UnHwang	1962-02-27	D01
91074	4883	1	Myo ChaSeo	2010-04-27	B05
91075	36588	2	Chae UnJun	2020-12-10	E07
91076	1439	1	Myeong HyeongJeong	1989-06-17	E08
91077	11685	1	Sang RyeomMi	1954-04-13	A07
91078	7827	1	Sang AnSo	1968-06-05	E07
91079	36972	1	Tae ASu	1986-06-11	B02
91080	20173	1	Kwae SeongBo	1970-06-22	D08
91081	33096	1	Jong HakCheon	1980-01-16	E01
91082	8954	1	Nang NamYa	1951-06-26	B07
91083	39433	1	Je HwangmokRoe	1986-03-26	E03
91084	6969	1	Jegal YeRyu	1980-07-05	A07
91085	29629	1	Bak SuTae	1973-03-28	E04
91086	18120	1	Un HwangmokKok	1963-10-10	B10
91087	40980	2	Jeup MiKa	2021-01-29	D02
91088	14973	1	Sam BongJe	1997-08-24	B08
91089	31518	1	Sun WangEum	2002-04-10	B01
91090	44985	1	Kangjŏn KangjŏnMyo	1963-02-10	E08
91091	39943	1	Hwangmok JeonI	1993-09-15	A02
91092	44194	1	Eun DeungBan	1983-10-07	D05
91093	49016	1	Pil PyoMu	1955-06-07	C03
91094	1517	1	San SanIm	2016-09-03	B05
91095	32623	1	Bu AnMangjeol	1967-06-23	C08
91096	44732	1	Kye YuTang	2013-04-04	A08
91097	37012	1	Hwa MiBu	1994-09-14	C07
91098	19887	1	Mo JwaBak	1985-05-13	B06
91099	254	1	Sa GyeongJegal	1976-10-25	B03
91100	27558	1	Jeom ChoeYe	1961-05-16	C06
91101	15350	1	Chun DeungNae	1998-03-23	D02
91102	8292	1	Kye PoKwan	1950-11-11	B10
91103	26077	2	Nan OngAn	2018-08-25	B04
91104	40113	1	Pyeong ChangChun	1995-05-20	E10
91105	42211	1	Yeon BeonJeup	1965-06-15	C03
91106	1915	1	Sobong SobongTang	1959-12-03	B05
91107	38074	2	Seomun HanHae	2017-11-20	C09
91108	44819	1	U HaKangjŏn	1997-03-23	C01
91109	4963	1	Eom KaKwae	1960-10-23	B01
91110	36165	1	Mae JuTa	1984-05-25	E10
91111	25886	1	Tae SuHae	2007-06-17	A04
91112	43910	1	Bing SamHwangmok	1965-07-22	B06
91113	14593	1	An BeomHwangmok	2007-12-18	D01
91114	5426	1	Nam GyeongHwangmok	1991-10-07	D08
91115	30122	1	Ju BokEogeum	1973-07-15	B09
91116	49246	2	Bae ByeonJu	2020-10-09	B08
91117	10012	1	Yeom JeoSagong	1963-02-15	E05
91118	12828	1	Hae HwangboSeong	1968-05-10	A08
91119	32091	1	Heo MukMae	1953-07-11	C01
91120	44940	1	Hae SiYeon	2001-08-19	B05
91121	16499	1	Sip ImJi	1955-02-18	C02
91122	49771	1	An KilJi	1976-04-02	D06
91123	23362	1	Sim EoEom	2007-06-02	C04
91124	37528	2	Jeup ChoJun	2018-06-07	D10
91125	4720	1	Kal MubonYuk	1954-01-28	E03
91126	9161	1	Kwak MoTong	1972-03-06	E05
91127	43818	1	Jeo ByeonMok	1959-08-01	A09
91128	4262	3	U NuYa	2021-05-15	E10
91129	26477	3	Sam SiChang	2021-07-08	C01
91130	11028	1	Gyeong GyeongTok	1966-11-24	E06
91131	47705	1	Man MaengRo	1969-11-17	B10
91132	42093	1	Hwangbo JeungHak	1963-07-05	D02
91133	21475	1	Seomun JeSeonu	1991-10-26	E06
91134	23946	1	Tae JeonRu	1957-09-16	C02
91135	37562	1	Min YunJeong	1971-09-26	C05
91136	9102	1	Son GwonKuk	1972-04-13	C10
91137	41020	1	Cha BuOng	1996-01-12	D03
91138	49114	1	Eogeum YoYuk	1990-09-28	A06
91139	6597	1	Kun KoIm	1971-09-26	E02
91140	23972	1	Hu SeopTae	2001-06-09	E09
91141	33778	1	Ha TokGeum	1965-04-23	B03
91142	20959	1	Nu YunMan	1976-07-18	A03
91143	31548	1	San GwonNan	2002-06-18	A09
91144	10523	1	Tae KungTam	1985-04-23	C07
91145	49030	1	So BaekJwa	1970-11-10	E03
91146	3481	3	Jeong NamJeung	2021-12-04	B06
91147	17938	1	No SeomunNamgung	2010-07-15	C04
91148	17327	1	Sam UWi	1980-11-17	A06
91149	19348	1	Nam ManJu	2004-09-18	C09
91150	594	1	Hong KokMyeong	2016-10-22	A01
91151	24835	1	Beon SeonSong	1997-10-19	C05
91152	11241	1	Tok MinO	2014-09-05	E08
91153	17044	1	Jang JanggokMangjeol	1971-08-19	B05
91154	22542	1	Mo BangMae	2004-09-07	E03
91155	41287	1	Bok BeomNamgung	1960-09-24	D09
91156	15036	1	Na MinCha	2004-12-14	D07
91157	30084	1	Ton PyeonNa	1975-01-08	E02
91158	45730	1	Seon EogeumBu	1957-07-09	C10
91159	38566	1	Ka KimNam	1969-04-22	A04
91160	11955	1	Kun JongYong	2015-09-11	D04
91161	39901	1	Ka InMaeng	1978-11-04	D02
91162	1020	1	Eom PungRyu	1991-06-06	B09
91163	20608	1	An HeungGwok	1983-05-20	D04
91164	33981	1	Kam SeopRyang	1972-09-20	E08
91165	45410	1	So HanSagong	1968-02-10	E07
91166	27877	1	Pan JeupKo	1966-12-19	D10
91167	38655	1	Janggok KuHwa	1977-02-04	B03
91168	12755	1	Hwangmok BangEun	1981-06-28	E08
91169	15814	1	Kan ToGyeon	1958-11-08	D05
91170	29202	3	Tan MokSo	2023-02-08	D08
91171	4203	1	U MaeJegal	1968-07-23	A10
91172	21402	1	Ru JunChu	1981-11-09	E03
91173	15929	1	Nae EumUn	1965-05-23	D01
91174	2615	1	Sang JuMan	1969-06-19	A03
